WKT,link_id,source,target,one_way
"LINESTRING (949406.7 6434285.6,949398.2 6434297.6,949391.6 6434307.3,949369.1 6434334.5,949342.3 6434362.4,949317.6 6434384.3,949293.9 6434399.5,949261.6 6434419.5,949220.2 6434449.2,949189.8 6434471.1,949149.2 6434497.8,949113.1 6434524.3,949095.0 6434540.6,949065.8 6434571.4,949049.7 6434584.8,949013.0 6434609.5,948963.2 6434647.4,948919.6 6434681.0,948876.7 6434714.3,948839.5 6434742.6,948817.0 6434757.2,948786.0 6434776.9,948776.0 6434783.3,948737.3 6434807.0,948711.8 6434823.1)",11830,16528,16462,0
"LINESTRING (950948.4 6432969.1,950946.6 6432979.0,950944.3 6432986.4,950939.0 6433000.2)",11832,16532,16533,0
"LINESTRING (950626.2 6433415.4,950636.6 6433394.0,950643.2 6433366.0,950649.3 6433336.2,950653.6 6433321.7,950658.4 6433311.9,950671.8 6433295.3,950686.3 6433274.4,950699.2 6433256.3,950722.3 6433228.8,950751.5 6433196.7,950773.8 6433169.2,950778.8 6433162.7)",11863,16573,16574,0
"LINESTRING (950590.8 6433510.3,950611.3 6433463.7,950620.3 6433440.7,950624.3 6433427.2,950626.2 6433415.4)",11864,16575,16573,0
"LINESTRING (950793.5 6433062.2,950788.3 6433064.4,950784.2 6433068.2,950776.6 6433077.0,950763.8 6433091.8,950747.4 6433107.2,950724.4 6433122.9,950686.0 6433147.2,950652.1 6433166.9,950625.5 6433182.9,950598.2 6433203.6,950566.1 6433224.0,950548.1 6433236.4)",11865,16576,16577,0
"LINESTRING (950948.4 6432969.1,950949.4 6432972.6,950953.9 6432980.5,950955.0 6432987.6,950955.1 6432992.3,950952.6 6433002.1)",11873,16532,16587,0
"LINESTRING (950772.9 6433465.8,950761.4 6433486.6,950755.4 6433498.7,950747.7 6433508.5,950739.0 6433517.6,950727.7 6433527.7,950700.9 6433553.0)",11874,16588,16506,0
"LINESTRING (950948.4 6432969.1,950946.3 6432962.3,950946.6 6432946.6,950948.3 6432933.6,950952.7 6432916.6,950957.6 6432905.1,950961.7 6432894.5,950961.6 6432891.2,950958.7 6432889.6,950954.5 6432889.3,950944.9 6432892.6,950926.9 6432900.5,950920.6 6432905.4,950910.3 6432919.5,950904.9 6432931.5,950898.1 6432948.9,950889.8 6432966.8)",11875,16532,16589,0
"LINESTRING (950440.1 6433404.9,950436.6 6433384.8,950444.7 6433341.6,950451.1 6433312.8,950459.4 6433273.8,950471.0 6433228.6)",11876,16590,16591,0
"LINESTRING (950464.1 6433384.8,950456.5 6433391.6,950444.3 6433403.1,950440.1 6433404.9)",11877,16592,16590,0
"LINESTRING (951400.1 6432526.4,951398.7 6432544.9,951396.6 6432557.4,951391.8 6432566.5,951384.3 6432574.8,951369.6 6432587.0)",11903,16619,16620,0
"LINESTRING (951369.6 6432587.0,951346.8 6432607.7,951336.5 6432618.1,951332.6 6432623.6,951329.5 6432632.2,951327.5 6432650.8,951323.6 6432663.4,951317.6 6432677.7,951306.3 6432697.0,951295.8 6432709.8,951290.0 6432722.3,951284.3 6432743.2,951279.8 6432758.2,951270.5 6432772.3,951251.4 6432802.0,951243.1 6432817.4,951236.2 6432837.0,951229.4 6432852.1,951217.7 6432867.9,951200 6432885,951179.5 6432901.1,951169.7 6432909.3,951164.6 6432915.4,951161.9 6432922.6,951160.2 6432934.7,951157.3 6432942.4,951149.8 6432954.3,951145.3 6432964.3,951139.8 6432986.4,951129.5 6433010.4,951119.1 6433034.0,951107.7 6433048.5,951091.5 6433064.6,951075.7 6433076.6,951058.7 6433086.0,951050.8 6433093.6,951045.6 6433101.7,951039.4 6433121.2,951031.2 6433158.9,951025.7 6433178.8,951019.7 6433187.5,951005.6 6433194.2,951000.0 6433201.3,950994.4 6433216.8,950992.1 6433234.7,950987.2 6433240.4,950977.9 6433243.2,950967.5 6433243.6,950953.7 6433241.8,950942.6 6433239.8,950934.5 6433240.7,950925.3 6433245.8,950919.7 6433253.8,950910.2 6433277.9,950903.8 6433295.9,950896.0 6433311.6,950885.7 6433323.8,950873.0 6433336.2,950853.0 6433351.3,950840.8 6433359.2,950831.9 6433371.1,950822.1 6433385.8,950801.2 6433420.1,950786.5 6433443.2,950772.9 6433465.8)",11947,16620,16588,0
"LINESTRING (951667.9 6431804.5,951642.8 6431846.4,951638.4 6431861.2,951630.0 6431873.5,951621.9 6431885.4,951606.2 6431908.9,951591.8 6431931.2,951580.8 6431948.3,951571.1 6431971.5,951564.9 6431988.3,951562.2 6431999.7,951560.1 6432020.5,951556.5 6432032.0,951548.9 6432040.9,951535.8 6432054.4,951529.9 6432062.9,951521.9 6432078.8,951510.2 6432105.1,951498.9 6432115.7,951476.1 6432135.9,951464.6 6432143.7,951446.9 6432153.7,951426.2 6432168.0,951403.8 6432182.8,951370.6 6432204.4,951347.6 6432216.1,951329.0 6432220.8,951311.2 6432223.2,951300.0 6432225.9,951286.7 6432232.1,951263.8 6432245.6,951239.1 6432260.2,951227.2 6432269.8,951216.1 6432280.6,951204.2 6432295.1,951188.4 6432315.2,951162.4 6432341.7,951134.0 6432372.8,951113.6 6432399.2,951100.8 6432418.5,951087.1 6432438.1,951079.4 6432445.0,951064.5 6432451.9,951058.1 6432459.7,951053.6 6432471.6,951047.5 6432497.2,951043.8 6432521.7,951031.1 6432550.6,951025.2 6432586.9,951028.4 6432613.2,951028.0 6432636.8,951022.4 6432656.0,951017.5 6432669.3,951010.9 6432690.8,951006.3 6432706.8,951000.2 6432729.7,950997.7 6432741.5,950997.7 6432752.8,951000.2 6432762.0,950999.1 6432775.5,950996.0 6432786.9,950990.1 6432797.3,950987.0 6432805.9,950986.6 6432815.5,950984.8 6432832.5,950981.3 6432839.5,950977.0 6432845.6,950969.2 6432850.9,950968.2 6432851.7,950950.9 6432863.8,950934.7 6432874.1,950920.9 6432882.1,950914.6 6432888.2,950909.8 6432895.5,950902.8 6432913.1,950893.5 6432934.6,950890.4 6432951.2,950889.8 6432966.8)",12014,16748,16589,0
"LINESTRING (954322.7 6431542.1,954311.3 6431536.3,954299.8 6431534.3,954285.2 6431532.6,954266.0 6431529.6,954247.4 6431529.2,954234.7 6431527.5,954224.1 6431525.6,954207.5 6431520.2,954196.5 6431514.1,954178.5 6431502.5,954162.8 6431491.1,954152.7 6431484.9,954138.3 6431479.2,954116.8 6431472.6,954089.6 6431463.9,954061.0 6431454.9,954035.2 6431446.3,954013.1 6431441.8,953988.5 6431436.6,953973.3 6431434.4,953959.3 6431433.5,953949.9 6431432.3,953939.0 6431428.7,953929.1 6431423.9,953909.4 6431415.6,953884.1 6431406.8,953861 6431397,953843.3 6431389.0,953822.3 6431378.1,953812.9 6431373.6,953794.8 6431368.0,953772.3 6431360.1,953757.5 6431353.7,953742.7 6431347.8,953731.5 6431342.6,953717.9 6431338.3,953699.4 6431334.4,953687.6 6431332.5,953674.7 6431332.1,953653.8 6431332.0,953641.0 6431329.8,953629.6 6431323.4,953613.4 6431319.3,953603.3 6431318.9,953595.7 6431318.3)",12017,1101,5711,0
"LINESTRING (952989.1 6431157.8,953006.3 6431151.8,953021.3 6431146.3,953034.7 6431143.2,953045.5 6431143.1,953053.0 6431143.6,953062.9 6431147.1,953083.2 6431150.8,953101.9 6431152.3,953122.3 6431153.1,953149.5 6431157.0,953161.3 6431159.3,953182.6 6431168.4,953195.4 6431176.0,953205.9 6431184.1,953215.0 6431189.1,953223 6431192,953231.0 6431196.8,953241.3 6431204.2,953249.8 6431208.5,953257.4 6431210.2,953267.6 6431212.5,953275.6 6431215.6,953282.5 6431217.6,953300.7 6431220.8,953326.3 6431227.8,953342.8 6431232.7,953355.1 6431238.3,953366.3 6431244.5,953377.4 6431248.1,953390.7 6431251.1,953405.5 6431254.1,953419.5 6431257.1,953427.1 6431258.1,953434.6 6431257.7,953448.4 6431258.3,953457.8 6431257.7,953465.3 6431255.7,953474.3 6431251.8,953480.2 6431249.3,953485.9 6431248.1,953493.5 6431248.9,953500.4 6431251.6,953508.5 6431257.5,953519.1 6431268.3,953530.5 6431282.4,953538.0 6431291.2,953542.8 6431298.8)",12018,5712,5710,0
"LINESTRING (952361.3 6431376.2,952360.3 6431375.3,952356.7 6431375.4,952343.7 6431380.0,952335.0 6431382.8)",12019,16751,16752,0
"LINESTRING (952960.1 6431161.1,952948.1 6431161.8,952934.0 6431162.2,952925.9 6431164.0,952908.7 6431167.9,952894.5 6431172.9,952887.7 6431176.6,952869.4 6431180.8,952838.8 6431187.1,952809.6 6431191.9,952790.1 6431194.5,952773.9 6431197.2,952764.6 6431200.0,952755.4 6431202.9,952748.5 6431203.7,952737.3 6431203.0,952721.8 6431201.3,952712.8 6431201.0,952704.2 6431201.8,952690.6 6431206.4,952679.8 6431209.2,952663.2 6431211.8,952647.8 6431211.7,952639.6 6431212.0,952633.0 6431212.8)",12020,5713,16753,0
"LINESTRING (952387.5 6431436.2,952377.5 6431445.9,952370.5 6431452.7)",12021,16754,16755,0
"LINESTRING (951767.6 6432012.2,951761.4 6432015.9,951750.9 6432028.4,951737.5 6432044.9,951731.4 6432051.8,951723.6 6432067.0,951707.7 6432075.4,951695.8 6432079.8,951681.3 6432085.8,951673.3 6432092.8,951663.2 6432105.6,951657.8 6432115.6,951640.9 6432135.6,951623.5 6432159.4,951604.1 6432180.4,951581.6 6432208.8,951558.1 6432233.3,951548.8 6432244.1,951535.2 6432254.2,951523.9 6432261.8,951514.3 6432269.4,951505.0 6432282.1,951499.3 6432289.9,951493.0 6432296.9,951483.1 6432304.5,951462 6432317,951446.1 6432325.3,951433.5 6432338.9,951429.8 6432348.8,951427.9 6432357.9,951426.9 6432374.4,951423.8 6432390.2,951417.1 6432414.4,951408.8 6432449.0,951401.1 6432476.2)",12022,16756,16757,0
"LINESTRING (951717.3 6431751.0,951709.2 6431756.0,951700.3 6431762.0,951693.7 6431765.4,951686.7 6431775.4,951667.9 6431804.5)",13603,18352,16748,0
"LINESTRING (951853.2 6431963.2,951823.3 6431990.7)",13604,18353,18354,0
"LINESTRING (951823.3 6431990.7,951808.3 6432000.3,951767.6 6432012.2)",13605,18354,16756,0
"LINESTRING (950435.4 6433740.9,950424.4 6433750.7,950417.1 6433757.3)",13734,18445,18446,0
"LINESTRING (950329.7 6433792.5,950345.6 6433781.4,950364.1 6433764.7,950375.2 6433757.4,950379.0 6433758.1,950380.6 6433762.9)",13735,16518,16508,0
"LINESTRING (950453 6433726,950455.6 6433724.8,950460.2 6433722.9,950471.9 6433719.6,950480.2 6433715.6,950497.0 6433699.4,950511.2 6433688.4)",13736,18447,18448,0
"LINESTRING (950700.9 6433553.0,950672.2 6433577.3,950646.6 6433599.2,950630.4 6433611.9,950613.5 6433622.3,950584.1 6433638.2,950558.2 6433652.9,950534.1 6433669.7,950517.2 6433682.2,950511.2 6433688.4)",13737,16506,18448,0
"LINESTRING (950882.0 6433004.3,950883.8 6432992.2,950889.8 6432966.8)",13738,18449,16589,0
"LINESTRING (950626.2 6433415.4,950625.3 6433396.2,950625.7 6433385.6,950626.5 6433378.0,950635.0 6433350.4,950641.2 6433323.5,950647.0 6433306.9,950667.2 6433277.1,950681.9 6433248.0,950698.4 6433221.8,950716.2 6433192.9,950737.2 6433161.7,950758.4 6433130.9,950774.9 6433107.6,950794.9 6433080.8,950801.2 6433071.7,950801.2 6433066.8,950798.3 6433062.9,950793.5 6433062.2)",13739,16573,16576,0
"LINESTRING (951401.1 6432476.2,951400.6 6432488.9,951400.0 6432518.6,951400.1 6432526.4)",13740,16757,16619,0
"LINESTRING (952569.9 6431250.0,952565.0 6431255.9,952560.0 6431262.6,952555.6 6431270.9,952551.3 6431281.1,952546.3 6431293.4,952540.4 6431303.5,952534.8 6431311.3,952521.3 6431325.9,952507.3 6431339.9,952496.3 6431352.1,952489.4 6431360.7,952482.5 6431370.2,952477.6 6431376.3,952472.1 6431382.0,952464.5 6431386.9,952453.9 6431392.8,952441.3 6431400.6,952420.9 6431412.7,952407.8 6431420.3,952397.6 6431428.5,952387.5 6431436.2)",13741,18450,16754,0
"LINESTRING (945287.4 6437598.2,945288.2 6437594.0,945292.7 6437590.9,945299.2 6437589.0,945314.0 6437587.4,945326.6 6437586.7,945341.8 6437587.4,945351.4 6437591.4,945363.9 6437597.8,945371.9 6437599.2,945380.3 6437597.9,945386.6 6437594.6,945389.5 6437588.6,945389.7 6437582.2)",22717,16354,1981,0
"LINESTRING (950395.5 6433854.3,950400.3 6433851.6,950404.2 6433850.8,950407.4 6433851.5,950410.8 6433854.1,950418.6 6433862.7,950424.4 6433868.4,950429.0 6433870.4,950437.8 6433873.4)",23569,28406,16522,0
"LINESTRING (950649.4 6433629.7,950634.2 6433645.5,950622.3 6433657.1,950613.1 6433666.9,950606.1 6433676.2,950585.0 6433699.4,950578.7 6433705.6,950574.6 6433713.0,950564.0 6433731.3,950558.4 6433742.7,950553.5 6433752.2,950539.8 6433769.4,950533.1 6433777.3,950520.3 6433787.4,950507.3 6433798.9,950495.4 6433816.2,950484.7 6433828.1,950455.7 6433856.6,950437.8 6433873.4)",23570,16507,16522,0
"LINESTRING (950388.8 6433860.9,950390.6 6433858.2,950395.5 6433854.3)",23571,28407,28406,0
"LINESTRING (944950.1 6437481.0,944951.6 6437486.1,944966.8 6437520.2,944974.2 6437529.7,944992.5 6437541.1)",24487,29128,16353,0
"LINESTRING (946105.2 6436620.2,946083.9 6436613.3,946056.2 6436603.0,946036.9 6436594.4,946005.9 6436580.8,945982.3 6436568.6)",24488,29129,29130,0
"LINESTRING (945963.3 6436558.3,945967.3 6436560.8,945978.2 6436566.5,945982.3 6436568.6)",24489,16388,29130,0
"LINESTRING (945894.4 6436485.8,945892.1 6436470.1,945888.4 6436457.9,945885.2 6436453.1,945884.3 6436450.9,945879.5 6436431.3)",24490,16422,29131,0
"LINESTRING (945594.6 6437172.3,945596.1 6437165.6,945597.6 6437158.0,945598.5 6437151.6,945599.1 6437147.0,945599.8 6437140.1,945601.9 6437132.1,945604.6 6437126.6,945608.4 6437122.3,945611.5 6437117.6,945612.8 6437113.1,945613.1 6437105.4)",24526,29157,29158,0
"LINESTRING (945613.1 6437105.4,945614.8 6437097.2,945618.2 6437091.8,945623.9 6437085.9,945638.4 6437076.8,945646.7 6437073.0)",24527,29158,16316,0
"LINESTRING (952633.0 6431212.8,952629.9 6431213.3,952623.0 6431214.7,952615.7 6431218.3,952605.7 6431223.8,952589.7 6431234.0,952578.1 6431242.6,952569.9 6431250.0)",24528,16753,18450,0
"LINESTRING (945093.5 6436952.0,945097.8 6436948.2,945106.4 6436937.6,945117.1 6436923.5,945135.0 6436913.4,945156.7 6436904.6,945178.9 6436900.9,945194.4 6436900.7)",24848,2156,29360,0
"LINESTRING (950435.3 6434034.8,950425.8 6434043.2,950418.5 6434051.6)",25979,30037,30038,0
"LINESTRING (942000.6 6437441.6,942011.5 6437451.8,942019.4 6437456.4,942030.4 6437458.3,942041.5 6437460.2)",26327,30232,16380,0
"LINESTRING (942685.8 6437277.0,942702.1 6437271.5,942712.8 6437266.2)",26328,16362,30233,0
"LINESTRING (942641.7 6437269.4,942610.3 6437275.5,942598.6 6437279.5)",26329,16361,16360,0
"LINESTRING (942712.8 6437266.2,942723.7 6437261.0,942767.5 6437246.7,942784.4 6437233.1,942805.5 6437203.2,942821.6 6437168.2,942824.3 6437148.7,942831.5 6437134.0,942840.8 6437122.3,942851.2 6437116.5,942861.0 6437117.3,942882.8 6437128.7,942898.8 6437134.6,942913.6 6437132.0,942928.4 6437122.6,942944.5 6437101.7,942963.5 6437072.7)",26330,30233,16365,0
"LINESTRING (944964.3 6436912.3,944984.5 6436923.3,945004.9 6436928.6,945026.2 6436931.8,945047.2 6436939.0,945061.1 6436948.7,945076.4 6436956.3,945086.8 6436955.7)",26331,16423,2155,0
"LINESTRING (947833.8 6436050.8,947832.7 6436070.6,947830.1 6436103.6,947826.9 6436126.3,947824.9 6436139.3,947822.1 6436146.1,947818.3 6436152.1,947812.3 6436162.2,947805.0 6436174.3,947788.9 6436193.7,947770.9 6436213.4,947755.0 6436230.2,947747.2 6436238.3,947739.5 6436245.6,947732.6 6436249.2,947722.3 6436252.6,947709.1 6436258.6,947698.0 6436264.8,947689.2 6436270.7,947681.0 6436277.1,947672.8 6436285.1,947663.8 6436294.0,947645.1 6436311.7,947627.5 6436322.3,947611.1 6436330.2,947596.3 6436340.2,947573 6436357,947544.3 6436373.9,947530.7 6436379.7,947516.2 6436381.9,947503.5 6436384.4,947491.6 6436388.6,947466.7 6436403.5,947434.3 6436422.0,947411.5 6436431.1,947384.0 6436438.1,947364.2 6436447.1,947346.0 6436458.3,947327.2 6436474.5,947306.9 6436488.4,947294.4 6436494.2,947281.8 6436494.4,947261.8 6436493.4,947248.2 6436495.6,947237.4 6436501.7,947215.0 6436515.6,947174.6 6436539.3,947147.6 6436557.5,947122.6 6436573.9,947106.7 6436581.1,947086.8 6436585.7,947061.4 6436589.5,947023.6 6436595.3,946995.1 6436600.8,946978.1 6436603.3,946961.6 6436603.5)",26333,16412,16416,0
"LINESTRING (950572.6 6433534.1,950579.0 6433527.5,950590.8 6433510.3)",26334,16521,16575,0
"LINESTRING (950362.4 6433736.6,950369.6 6433732.7,950372.8 6433724.1,950385.3 6433699.8,950388.4 6433693.1,950395.4 6433685.6,950405.2 6433675.9,950413.4 6433665.8)",26335,16519,16520,0
"LINESTRING (950417.1 6433757.3,950413.5 6433762.0,950404.0 6433772.2,950393.2 6433790.3,950389.8 6433795.1)",26336,18446,16515,0
"LINESTRING (950386.5 6433908.2,950378.4 6433913.7,950373.5 6433919.2)",26337,16523,16526,0
"LINESTRING (950418.5 6434051.6,950415.1 6434055.6,950407.4 6434068.8,950398.0 6434083.5,950392.3 6434088.5,950377.2 6434096.9,950374.0 6434100.7,950366.7 6434114.2,950353.7 6434128.2,950338.5 6434145.8,950330.5 6434160.9,950330.3 6434168.6,950339.2 6434189.0,950343.3 6434194.3,950345.7 6434193.8,950351.5 6434191.9,950356.6 6434184.0,950365.1 6434162.1,950368.9 6434157.2,950376.2 6434152.9,950382.3 6434151.1,950396.7 6434149.5,950412.1 6434149.3,950419.5 6434147.7,950420.6 6434147.1)",26338,30038,16465,0
"LINESTRING (950399.3 6434031.8,950405.4 6434028.6,950420.6 6434024.4,950429.7 6434020.9,950438.9 6434015.1,950446.9 6434007.0,950455.2 6434001.3,950459.1 6434002.5,950460.2 6434005.8,950454.6 6434013.1,950443.8 6434027.3,950435.3 6434034.8)",26339,16525,30037,0
"LINESTRING (942695.3 6437394.0,942669.0 6437397.9,942650.2 6437400.2,942630.8 6437400.2,942609.0 6437395.4)",27133,16374,16370,0
"LINESTRING (942626.1 6437567.5,942620.2 6437575.7,942617.0 6437582.9,942613.5 6437587.5,942604.2 6437598.1)",27134,16367,16358,0
"LINESTRING (950548.1 6433236.4,950543.9 6433242.1,950542.7 6433249.2,950535.4 6433277.9,950533.4 6433295.9,950532.7 6433306.0,950521.0 6433329.5,950493.5 6433358.5,950464.1 6433384.8)",27135,16577,16592,0
"LINESTRING (944950.1 6437481.0,944944.5 6437462.7,944939.2 6437454.3,944932.5 6437449.0,944922.7 6437447.0,944911.1 6437447.2,944905.3 6437447.6)",27194,29128,16351,0
"LINESTRING (950142.8 6433858.9,950129.4 6433865.0,950113.1 6433872.0,950101.7 6433876.3,950091.5 6433877.0,950082.4 6433875.9,950072.6 6433873.5,950064.2 6433873.5,950054.6 6433873.6,950044.3 6433872.3,950034.0 6433868.6,950025.3 6433862.7,950016.6 6433854.8,950010.5 6433847.2,950006.5 6433839.5,950002.6 6433829.3,949999.0 6433823.1,949993.5 6433819.2,949983.1 6433816.7,949973.7 6433816.3,949972.7 6433816.6)",27302,1075,16516,0
"LINESTRING (950453 6433726,950445.1 6433732.5)",27460,18447,30850,0
"LINESTRING (950351.9 6433895.0,950355.6 6433894.5,950358.4 6433893.2,950361.5 6433891.8,950365.2 6433888.7,950372.6 6433882.8,950377.7 6433877.7,950382.4 6433871.9,950386.8 6433864.1,950388.8 6433860.9)",27461,30851,28407,0
"LINESTRING (946301.8 6436570.7,946292.6 6436569.3,946278.7 6436564.1,946261.7 6436552.2,946250.6 6436542.2,946243.3 6436538.7,946232.3 6436537.8,946222.4 6436538.0,946212.2 6436539.0,946194.9 6436543.8,946161.7 6436551.2,946141.7 6436553.0,946127.4 6436549.7,946116.8 6436542.1,946089.4 6436508.4,946052.5 6436456.9,946029.5 6436427.8,946003.4 6436406.0,946001.9 6436404.8)",27462,16417,16420,0
"LINESTRING (945879.5 6436431.3,945878.1 6436413.4,945877.9 6436385.5,945877.5 6436375.1)",27463,29131,16415,0
"LINESTRING (950445.1 6433732.5,950439.9 6433736.9,950435.4 6433740.9)",27464,30850,18445,0
"LINESTRING (950778.8 6433162.7,950796.0 6433140.3,950825.8 6433108.7,950842.9 6433092.7,950863.3 6433079.3,950870.6 6433076.7,950883.6 6433074.1,950890.1 6433072.2,950895.8 6433067.1,950893.5 6433057.0,950883.4 6433038.7,950880.4 6433030.2,950880.1 6433018.4,950882.0 6433004.3)",27465,16574,18449,0
"LINESTRING (952370.5 6431452.7,952367.7 6431455.5,952360.9 6431460.5,952355 6431463,952343.8 6431467.2,952332.1 6431471.8,952323.5 6431476.3,952318.3 6431479.2,952307.9 6431487.3,952290.7 6431502.9,952275.7 6431518.1,952260.6 6431535.3,952255.3 6431539.9,952246.8 6431545.5,952237.3 6431550.6,952218.2 6431560.9,952208.5 6431566.4,952189.5 6431583.1,952156.8 6431605.6,952131.0 6431617.8,952119.2 6431624.7,952108.7 6431633.0,952094.2 6431646.9,952084.2 6431660.8,952077.7 6431668.5,952061.3 6431677.8,952050.7 6431682.8,952042.3 6431690.7,952022.1 6431723.3,952002.9 6431751.5,951987.6 6431777.4,951981.9 6431784.1,951942.9 6431818.4,951935.6 6431825.3,951929.5 6431835.8,951923.5 6431848.2,951913.3 6431874.2,951901.4 6431912.3,951880.5 6431935.0,951853.2 6431963.2)",27466,16755,18353,0
"LINESTRING (952328.4 6431408.3,952330.8 6431402.0,952337.8 6431393.2,952345.5 6431388.1,952353.4 6431383.1,952357.9 6431380.4,952361.1 6431378.6,952361.6 6431377.1,952361.3 6431376.2)",27467,30852,16751,0
"LINESTRING (952370.5 6431452.7,952373.1 6431442.6,952377.1 6431431.2,952381.8 6431421.1,952389.1 6431412.3,952398.4 6431407.0,952402.7 6431403.6,952404.9 6431399.4,952403.2 6431395.0,952397.4 6431392.8,952383.3 6431393.9,952367.6 6431395.7,952360.8 6431397.7,952352.6 6431402.8,952340.4 6431412.7,952334.9 6431415.8,952331.6 6431415.7,952328.9 6431412.6,952328.4 6431408.3)",27469,16755,30852,0
"LINESTRING (949997.0 6437990.4,950013.6 6437976.3,950025.8 6437964.6,950031.5 6437954.0,950034.1 6437946.6,950034.4 6437941.8,950039.0 6437911.3,950041.6 6437874.8,950046.1 6437838.7,950050.3 6437805.6,950054.6 6437782.8,950059.2 6437763.3,950066.9 6437738.9,950077.6 6437714.1,950084.6 6437704.9,950087.2 6437703.4,950092.1 6437702.7,950096.9 6437703.3,950102.3 6437705.0,950104.8 6437707.4,950105.9 6437711.5,950108.0 6437744.3,950113.5 6437773.0,950119.2 6437796.9,950121.4 6437810.3,950121.5 6437812.2,950123.1 6437816.1,950125.1 6437817.9,950128.5 6437818.3,950130.1 6437816.6,950131.5 6437813.8,950134.8 6437793.2,950140.2 6437775.6,950149.6 6437754.5,950164.9 6437732.1,950181.7 6437715.5,950189.4 6437708.1,950197.5 6437700.2)",33449,37995,37996,0
"LINESTRING (951343.5 6437717.8,951351.1 6437724.8,951359.3 6437733.0,951371.1 6437740.7,951382.4 6437747.1,951398.8 6437754.3,951420.7 6437763.0,951443.3 6437771.5,951462.7 6437778.3,951478.9 6437784.9,951499.9 6437794.0,951501.6 6437794.8)",33453,38003,38004,0
"LINESTRING (951512.8 6438194.5,951512.9 6438193.2,951514.8 6438189.3,951519.2 6438185.0,951523.8 6438182.7,951532.1 6438180.5,951539.9 6438179.9,951546.5 6438179.6,951549.8 6438177.7,951552.3 6438174.2,951552.5 6438170.1,951551.7 6438167.1,951546.7 6438162.5,951532.9 6438152.3,951512.5 6438135.7,951498.5 6438122.6,951497.2 6438119.1,951497.2 6438115.7,951498.8 6438111.6,951501.5 6438110.0,951507.0 6438108.3,951512.7 6438106.5,951523.5 6438102.6,951537.6 6438096.7,951549.5 6438092.9,951556.4 6438091.4,951562.3 6438087.7,951564.0 6438084.8,951564.7 6438080.4,951563.9 6438076.1,951560.5 6438071.9,951546 6438063,951522.8 6438051.7,951518.5 6438048.1,951517.6 6438045.0,951517.9 6438040.3,951519.0 6438037.7,951526.0 6438032.3,951538.3 6438026.5,951550.2 6438021.9,951559.9 6438019.5,951570.9 6438017.6,951578.4 6438017.1,951589.4 6438017.4,951603.9 6438019.3,951609.7 6438019.8,951618.7 6438020.0,951624.9 6438018.4,951632.1 6438014.0,951635.1 6438010.9,951641.2 6438000.9,951644.5 6437994.7,951647.3 6437983.4,951647.6 6437976.6,951648.0 6437964.8,951647.7 6437954.1,951646.1 6437947.4,951643.0 6437941.7,951639.8 6437935.1)",33462,38015,38016,0
